Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.15509,0.08915,0.10655,0,0,0,27.154,0.12831,-0.00013182,-1.115E-05,0.11923,0.00027715,0.096206,0,0,0,0,0,0,package://TayGapUet/meshes/base_link.STL,0.77647,0.75686,0.73725,1,0,0,0,0,0,0,package://TayGapUet/meshes/base_link.STL,,upldPart1-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link_1,3.6563E-09,0.061786,0.15491,0,0,0,40.19,0.50815,-1.6635E-09,8.2183E-09,0.50975,-0.033417,0.12975,0,0,0,0,0,0,package://TayGapUet/meshes/link_1.STL,0.77647,0.75686,0.73725,1,0,0,0,0,0,0,package://TayGapUet/meshes/link_1.STL,,upldPart2-1,Origin_joint_1,Axis_joint_1,joint_1,continuous,0.15509,-0.10565,0.14236,1.5708,0,-0.15434,base_link,0,1,0,,,,,,,,,,,,
link_2,-1.1835E-08,0.12413,0.20373,0,0,0,118.94,2.7618,8.7235E-06,-4.278E-07,2.3197,0.17283,0.86325,0,0,0,0,0,0,package://TayGapUet/meshes/link_2.STL,0.77647,0.75686,0.73725,1,0,0,0,0,0,0,package://TayGapUet/meshes/link_2.STL,,upldPart3-1,Origin_joint_2,Axis_joint_2,joint_2,continuous,0,0.094021,0.25,0,-1.5409,0,link_1,0,1,0,,,,,,,,,,,,
link_3,4.3636E-08,0.077759,-3.2267E-07,0,0,0,9.6164,0.23881,-1.1999E-05,-5.2383E-08,0.0041209,1.1823E-05,0.23881,0,0,0,0,0,0,package://TayGapUet/meshes/link_3.STL,0.77647,0.75686,0.73725,1,0,0,0,0,0,0,package://TayGapUet/meshes/link_3.STL,,upldPart4-1;upldPart5 scara-1,Origin_joint_3,Axis_joint_3,joint_3,continuous,0,0,0.40562,3.1416,-0.25389,3.1416,link_2,0,1,0,,,,,,,,,,,,
