Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.380382318022096,-0.533525803977991,0.659302446320337,0,0,0,156.162689770185,7.59889681143528,9.24660486504419E-05,-0.000259409545019049,7.59824264740178,0.000102275137498657,10.3617884952824,0,0,0,0,0,0,package://delta_discription/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://delta_discription/meshes/base_link.STL,,headdelta-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
upper_arm1,0.114717719632823,0.00451923796282966,0.0495423329847035,0,0,0,0.646884397697054,0.000179231282056178,-0.000342164655935425,-4.03327188408262E-09,0.00674313691469619,-3.52018183707872E-11,0.00677709135319978,0,0,0,0,0,0,package://delta_discription/meshes/upper_arm1.STL,1,1,1,1,0,0,0,0,0,0,package://delta_discription/meshes/upper_arm1.STL,,delta l1-1,Origin_joint1,Axis_joint1,joint1,revolute,0.33287,-0.68352,0.39876,-1.5708,0,-1.5708,base_link,0,0,1,0,0,-0.023507,3.1181,,,,,,,,
lower_arm1,-0.021707964117052,-0.322501157611932,-0.232436539211299,0,0,0,0.254921517289438,0.0162417473096431,0.000736639548546273,0.000551950364993036,0.00588124689979701,-0.00778664861983202,0.0104742883098199,0,0,0,0,0,0,package://delta_discription/meshes/lower_arm1.STL,1,1,1,1,0,0,0,0,0,0,package://delta_discription/meshes/lower_arm1.STL,,deltal2-1;deltal2-2,Origin_joint_lower1,Axis_joint_lower1,joint_lower1,continuous,0.27257,0.024629,0.0052966,-0.032509,1.1708,-2.6733,upper_arm1,0.55852,0,0.82949,,,,,,,,,,,,
upper_arm2,0.0322853032152448,-0.110173655517446,0.18435666668168,0,0,0,0.646884265635282,0.00628290633133784,0.00171060530609794,1.29454031327046E-09,0.000639461240687251,-3.8644697733731E-09,0.00677709073894638,0,0,0,0,0,0,package://delta_discription/meshes/upper_arm2.STL,1,1,1,1,0,0,0,0,0,0,package://delta_discription/meshes/upper_arm2.STL,,delta l1-2,Origin_joint2,Axis_joint2,joint2,revolute,0.41708,-0.2971,0.39876,1.5708,0,0.5236,base_link,0,0,1,0,0,-1.8717,1.2699,,,,,,,,
lower_arm2,0.0706968415345207,-0.670792446882932,-0.035966183429145,0,0,0,0.254921518461366,0.0152989706937459,0.00350131809075235,0.00172847014089448,0.00399847449816859,-0.00606420705263744,0.01329983753649,0,0,0,0,0,0,package://delta_discription/meshes/lower_arm2.STL,1,1,1,1,0,0,0,0,0,0,package://delta_discription/meshes/lower_arm2.STL,,deltal2-6;deltal2-4,Origin_joint_lower2,Axis_joint_lower2,joint_lower2,continuous,0.161268370049302,0.0346872050122739,0.314264003482573,3.12859851500547,0.227751807455416,2.64041159012637,upper_arm2,0.699045374184477,0,-0.71507731388381,,,,,,,,,,,,
upper_arm3,0.0761630107676466,-0.0859055529745852,-0.0251673249760944,0,0,0,0.646884059698876,0.00393867528694986,0.00326500898768455,2.41497231077709E-09,0.00298369030024089,-2.55579990361041E-09,0.00677708897014133,0,0,0,0,0,0,package://delta_discription/meshes/upper_arm3.STL,1,1,1,1,0,0,0,0,0,0,package://delta_discription/meshes/upper_arm3.STL,,delta l1-3,Origin_joint3,Axis_joint3,joint3,revolute,0.26203,-0.43849,0.39876,1.5708,0,2.618,base_link,0,0,1,0,0,-2.312,0.82957,,,,,,,,
lower_arm3,0.16534978705673,-0.430748877998559,-0.227909137059853,0,0,0,0.254921515874464,0.0140457033797131,0.00475490794608341,0.00299571223613778,0.00624454685727854,-0.0063246362518434,0.012307032031117,0,0,0,0,0,0,package://delta_discription/meshes/lower_arm3.STL,1,1,1,1,0,0,0,0,0,0,package://delta_discription/meshes/lower_arm3.STL,,deltal2-3;deltal2-5,Origin_joint_lower3,Axis_joint_lower3,joint_lower3,continuous,0.23048,-0.12561,0.015497,0.015923,0.65183,-0.48859,upper_arm3,0,1,0,,,,,,,,,,,,
target,0.219558851194741,-0.0417365793878853,-0.447434386464146,0,0,0,0.20739709832407,0.000173436992606646,8.74945085618457E-06,-3.67322029953766E-06,0.000260744649223034,-3.7018381729366E-05,0.000188110125728596,0,0,0,0,0,0,package://delta_discription/meshes/target.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://delta_discription/meshes/target.STL,,deltahinge-1,Origin_joint_targe,,joint_targer,fixed,0.38037,-0.53352,-0.32514,1.5708,0,-3.1416,base_link,0,0,0,,,,,,,,,,,,
