Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.539765261309699,0.234264161695191,0.700280661251126,0,0,0,49.4805902897862,11.5196552629045,0.0229907903841588,-0.0161473992043305,0.667865153846902,0.0805496666361857,11.3301879081771,0,0,0,0,0,0,package://arm_discription/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://arm_discription/meshes/base_link.STL,,Link 1 -1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,0.0546950645196006,0.0857393508051498,0,0,0,0,9.14159265358979,0.0539212362194922,0.0053696754025749,-2.33204724848265E-18,0.0854151878954083,2.66783469421037E-18,0.0865737039596919,0,0,0,0,0,0,package://arm_discription/meshes/link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://arm_discription/meshes/link1.STL,,link 5-1,Origin_joint1,Axis_joint1,joint1,prismatic,0.23491,-0.71189,0.25792,1.5708,0,0,base_link,0,1,0,0,0,0,0,,,,,,,,
link2,-0.260309776772944,0.0780929330318832,1.11022302462516E-16,0,0,0,38.0899693899575,0.405219334158239,0.0184203621235601,-4.64038529823796E-17,2.21115735519494,-5.23127548224256E-18,1.97160859597414,0,0,0,0,0,0,package://arm_discription/meshes/link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://arm_discription/meshes/link2.STL,,link 3-2,Origin_joint2,Axis_joint2,joint2,continuous,0,0.15,0,0,0.011092,0,link1,0,1,0,,,,,,,,,,,,
link3,-0.315834860391571,0.0776391433985952,7.7715611723761E-16,0,0,0,22.319689898686,0.11682923728881,0.00495773595529124,2.72633478293205E-15,1.1262466603104,-1.09978757871498E-17,1.10000482654941,0,0,0,0,0,0,package://arm_discription/meshes/link3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://arm_discription/meshes/link3.STL,,link 4-2,Origin_joint3,Axis_joint3,joint3,continuous,-0.5,0.15,0,0,-0.022487,0,link2,0,1,0,,,,,,,,,,,,
gripper,0.0054114904786009,0.0918021436091223,0.0113805192509809,0,0,0,4.49087385212341,0.0202967545713154,-0.000199226938271994,-3.39406175284593E-05,0.0287483587037319,-0.000418979949292022,0.0202415154053278,0,0,0,0,0,0,package://arm_discription/meshes/gripper.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://arm_discription/meshes/gripper.STL,,link 6-3,Origin_joint_gripper,Axis_joint_gripper,joint_gripper,continuous,-0.6,0.15,0,0,0.011395,0,link3,0,1,0,,,,,,,,,,,,
